red,yellow,green,%_responder,score
10,63,17,0.9,1.59
10,64,17,0.91,1.61
10,65,17,0.92,1.6300000000000001
10,66,17,0.93,1.6500000000000001
10,67,17,0.94,1.67
10,68,17,0.95,1.69
10,69,17,0.96,1.71
10,70,17,0.97,1.73
10,71,17,0.98,1.75
10,72,17,0.99,1.77
10,73,17,1.0,1.79
10,0,18,0.28,0.32
10,1,18,0.29,0.34
10,2,18,0.3,0.36
10,3,18,0.31,0.38
10,4,18,0.32,0.4
10,5,18,0.33,0.42
10,6,18,0.34,0.44
10,7,18,0.35,0.46
10,8,18,0.36,0.48
10,9,18,0.37,0.5
10,10,18,0.38,0.52
10,11,18,0.39,0.54
10,12,18,0.4,0.56
10,13,18,0.41,0.58
10,14,18,0.42,0.6
10,15,18,0.43,0.62
10,16,18,0.44,0.64
10,17,18,0.45,0.66
10,18,18,0.46,0.68
10,19,18,0.47,0.7000000000000001
10,20,18,0.48,0.72
10,21,18,0.49,0.74
10,22,18,0.5,0.76
10,23,18,0.51,0.78
10,24,18,0.52,0.8
10,25,18,0.53,0.8200000000000001
10,26,18,0.54,0.84
10,27,18,0.55,0.86
10,28,18,0.56,0.88
10,29,18,0.57,0.9
10,30,18,0.58,0.92
10,31,18,0.59,0.9400000000000001
10,32,18,0.6,0.96
10,33,18,0.61,0.98
10,34,18,0.62,1.0
10,35,18,0.63,1.02
10,36,18,0.64,1.04
10,37,18,0.65,1.06
10,38,18,0.66,1.08
10,39,18,0.67,1.1
10,40,18,0.68,1.12
10,41,18,0.69,1.1400000000000001
10,42,18,0.7,1.16
10,43,18,0.71,1.18
10,44,18,0.72,1.2
10,45,18,0.73,1.22
10,46,18,0.74,1.24
10,47,18,0.75,1.26
10,48,18,0.76,1.28
10,49,18,0.77,1.3
10,50,18,0.78,1.32
10,51,18,0.79,1.34
10,52,18,0.8,1.36
10,53,18,0.81,1.3800000000000001
10,54,18,0.82,1.4000000000000001
10,55,18,0.83,1.42
10,56,18,0.84,1.44
10,57,18,0.85,1.46
10,58,18,0.86,1.48
10,59,18,0.87,1.5
10,60,18,0.88,1.52
10,61,18,0.89,1.54
10,62,18,0.9,1.56
10,63,18,0.91,1.58
10,64,18,0.92,1.6
10,65,18,0.93,1.62
10,66,18,0.94,1.6400000000000001
10,67,18,0.95,1.6600000000000001
10,68,18,0.96,1.68
10,69,18,0.97,1.7
10,70,18,0.98,1.72
10,71,18,0.99,1.74
10,72,18,1.0,1.76
10,0,19,0.29,0.31
10,1,19,0.3,0.33
10,2,19,0.31,0.35000000000000003
10,3,19,0.32,0.37
10,4,19,0.33,0.39
10,5,19,0.34,0.41000000000000003
10,6,19,0.35,0.43
10,7,19,0.36,0.45
10,8,19,0.37,0.47000000000000003
10,9,19,0.38,0.49
10,10,19,0.39,0.51
10,11,19,0.4,0.53
10,12,19,0.41,0.55
10,13,19,0.42,0.5700000000000001
10,14,19,0.43,0.59
10,15,19,0.44,0.61
10,16,19,0.45,0.63
10,17,19,0.46,0.65
10,18,19,0.47,0.67
10,19,19,0.48,0.6900000000000001
10,20,19,0.49,0.71
10,21,19,0.5,0.73
10,22,19,0.51,0.75
10,23,19,0.52,0.77
10,24,19,0.53,0.79
10,25,19,0.54,0.81
10,26,19,0.55,0.8300000000000001
10,27,19,0.56,0.85
10,28,19,0.57,0.87
10,29,19,0.58,0.89
10,30,19,0.59,0.91
10,31,19,0.6,0.93
10,32,19,0.61,0.9500000000000001
10,33,19,0.62,0.97
10,34,19,0.63,0.99
10,35,19,0.64,1.01
10,36,19,0.65,1.03
10,37,19,0.66,1.05
10,38,19,0.67,1.07
10,39,19,0.68,1.09
10,40,19,0.69,1.11
10,41,19,0.7,1.1300000000000001
10,42,19,0.71,1.1500000000000001
10,43,19,0.72,1.17
10,44,19,0.73,1.19
10,45,19,0.74,1.21
10,46,19,0.75,1.23
10,47,19,0.76,1.25
10,48,19,0.77,1.27
10,49,19,0.78,1.29
10,50,19,0.79,1.31
10,51,19,0.8,1.33
10,52,19,0.81,1.35
10,53,19,0.82,1.37
10,54,19,0.83,1.3900000000000001
10,55,19,0.84,1.41
10,56,19,0.85,1.43
10,57,19,0.86,1.45
10,58,19,0.87,1.47
10,59,19,0.88,1.49
10,60,19,0.89,1.51
10,61,19,0.9,1.53
10,62,19,0.91,1.55
10,63,19,0.92,1.57
10,64,19,0.93,1.59
10,65,19,0.94,1.61
10,66,19,0.95,1.6300000000000001
10,67,19,0.96,1.6500000000000001
10,68,19,0.97,1.67
10,69,19,0.98,1.69
10,70,19,0.99,1.71
10,71,19,1.0,1.73
10,0,20,0.3,0.3
10,1,20,0.31,0.32
10,2,20,0.32,0.34
10,3,20,0.33,0.36
10,4,20,0.34,0.38
10,5,20,0.35,0.4
10,6,20,0.36,0.42
10,7,20,0.37,0.44
10,8,20,0.38,0.46
10,9,20,0.39,0.48
10,10,20,0.4,0.5
10,11,20,0.41,0.52
10,12,20,0.42,0.54
10,13,20,0.43,0.56
10,14,20,0.44,0.58
10,15,20,0.45,0.6
10,16,20,0.46,0.62
10,17,20,0.47,0.64
10,18,20,0.48,0.66
10,19,20,0.49,0.68
10,20,20,0.5,0.7000000000000001
10,21,20,0.51,0.72
10,22,20,0.52,0.74
10,23,20,0.53,0.76
10,24,20,0.54,0.78
10,25,20,0.55,0.8
10,26,20,0.56,0.8200000000000001
10,27,20,0.57,0.84
10,28,20,0.58,0.86
10,29,20,0.59,0.88
10,30,20,0.6,0.9
10,31,20,0.61,0.92
10,32,20,0.62,0.9400000000000001
10,33,20,0.63,0.96
10,34,20,0.64,0.98
10,35,20,0.65,1.0
10,36,20,0.66,1.02
10,37,20,0.67,1.04
10,38,20,0.68,1.06
10,39,20,0.69,1.08
10,40,20,0.7,1.1
10,41,20,0.71,1.12
10,42,20,0.72,1.1400000000000001
10,43,20,0.73,1.16
10,44,20,0.74,1.18
10,45,20,0.75,1.2
10,46,20,0.76,1.22
10,47,20,0.77,1.24
10,48,20,0.78,1.26
10,49,20,0.79,1.28
10,50,20,0.8,1.3
10,51,20,0.81,1.32
10,52,20,0.82,1.34
10,53,20,0.83,1.36
10,54,20,0.84,1.3800000000000001
10,55,20,0.85,1.4000000000000001
10,56,20,0.86,1.42
10,57,20,0.87,1.44
10,58,20,0.88,1.46
10,59,20,0.89,1.48
10,60,20,0.9,1.5
10,61,20,0.91,1.52
10,62,20,0.92,1.54
10,63,20,0.93,1.56
10,64,20,0.94,1.58
10,65,20,0.95,1.6
10,66,20,0.96,1.62
10,67,20,0.97,1.6400000000000001
10,68,20,0.98,1.6600000000000001
10,69,20,0.99,1.68
10,70,20,1.0,1.7
10,0,21,0.31,0.29
10,1,21,0.32,0.31
10,2,21,0.33,0.33
10,3,21,0.34,0.35000000000000003
10,4,21,0.35,0.37
10,5,21,0.36,0.39
10,6,21,0.37,0.41000000000000003
10,7,21,0.38,0.43
10,8,21,0.39,0.45
10,9,21,0.4,0.47000000000000003
10,10,21,0.41,0.49
10,11,21,0.42,0.51
10,12,21,0.43,0.53
10,13,21,0.44,0.55
10,14,21,0.45,0.5700000000000001
10,15,21,0.46,0.59
10,16,21,0.47,0.61
10,17,21,0.48,0.63
10,18,21,0.49,0.65
10,19,21,0.5,0.67
10,20,21,0.51,0.6900000000000001
10,21,21,0.52,0.71
10,22,21,0.53,0.73
10,23,21,0.54,0.75
10,24,21,0.55,0.77
10,25,21,0.56,0.79
10,26,21,0.57,0.81
10,27,21,0.58,0.8300000000000001
10,28,21,0.59,0.85
10,29,21,0.6,0.87
10,30,21,0.61,0.89
10,31,21,0.62,0.91
10,32,21,0.63,0.93
10,33,21,0.64,0.9500000000000001
10,34,21,0.65,0.97
10,35,21,0.66,0.99
10,36,21,0.67,1.01
10,37,21,0.68,1.03
10,38,21,0.69,1.05
10,39,21,0.7,1.07
10,40,21,0.71,1.09
10,41,21,0.72,1.11
10,42,21,0.73,1.1300000000000001
10,43,21,0.74,1.1500000000000001
10,44,21,0.75,1.17
10,45,21,0.76,1.19
10,46,21,0.77,1.21
10,47,21,0.78,1.23
10,48,21,0.79,1.25
10,49,21,0.8,1.27
10,50,21,0.81,1.29
10,51,21,0.82,1.31
10,52,21,0.83,1.33
10,53,21,0.84,1.35
10,54,21,0.85,1.37
10,55,21,0.86,1.3900000000000001
10,56,21,0.87,1.41
10,57,21,0.88,1.43
10,58,21,0.89,1.45
10,59,21,0.9,1.47
10,60,21,0.91,1.49
10,61,21,0.92,1.51
10,62,21,0.93,1.53
10,63,21,0.94,1.55
10,64,21,0.95,1.57
10,65,21,0.96,1.59
10,66,21,0.97,1.61
10,67,21,0.98,1.6300000000000001
10,68,21,0.99,1.6500000000000001
10,69,21,1.0,1.67
10,0,22,0.32,0.28
10,1,22,0.33,0.3
10,2,22,0.34,0.32
10,3,22,0.35,0.34
10,4,22,0.36,0.36
10,5,22,0.37,0.38
10,6,22,0.38,0.4
10,7,22,0.39,0.42
10,8,22,0.4,0.44
10,9,22,0.41,0.46
10,10,22,0.42,0.48
10,11,22,0.43,0.5
10,12,22,0.44,0.52
10,13,22,0.45,0.54
10,14,22,0.46,0.56
10,15,22,0.47,0.58
10,16,22,0.48,0.6
10,17,22,0.49,0.62
10,18,22,0.5,0.64
10,19,22,0.51,0.66
10,20,22,0.52,0.68
10,21,22,0.53,0.7000000000000001
10,22,22,0.54,0.72
10,23,22,0.55,0.74
10,24,22,0.56,0.76
10,25,22,0.57,0.78
10,26,22,0.58,0.8
10,27,22,0.59,0.8200000000000001
10,28,22,0.6,0.84
10,29,22,0.61,0.86
10,30,22,0.62,0.88
10,31,22,0.63,0.9
10,32,22,0.64,0.92
10,33,22,0.65,0.9400000000000001
10,34,22,0.66,0.96
10,35,22,0.67,0.98
10,36,22,0.68,1.0
10,37,22,0.69,1.02
10,38,22,0.7,1.04
10,39,22,0.71,1.06
10,40,22,0.72,1.08
10,41,22,0.73,1.1
10,42,22,0.74,1.12
10,43,22,0.75,1.1400000000000001
10,44,22,0.76,1.16
10,45,22,0.77,1.18
10,46,22,0.78,1.2
10,47,22,0.79,1.22
10,48,22,0.8,1.24
10,49,22,0.81,1.26
10,50,22,0.82,1.28
10,51,22,0.83,1.3
10,52,22,0.84,1.32
10,53,22,0.85,1.34
10,54,22,0.86,1.36
10,55,22,0.87,1.3800000000000001
10,56,22,0.88,1.4000000000000001
10,57,22,0.89,1.42
10,58,22,0.9,1.44
10,59,22,0.91,1.46
10,60,22,0.92,1.48
10,61,22,0.93,1.5
10,62,22,0.94,1.52
10,63,22,0.95,1.54
10,64,22,0.96,1.56
10,65,22,0.97,1.58
10,66,22,0.98,1.6
10,67,22,0.99,1.62
10,68,22,1.0,1.6400000000000001
10,0,23,0.33,0.27
10,1,23,0.34,0.29
10,2,23,0.35,0.31
10,3,23,0.36,0.33
10,4,23,0.37,0.35000000000000003
10,5,23,0.38,0.37
10,6,23,0.39,0.39
10,7,23,0.4,0.41000000000000003
10,8,23,0.41,0.43
10,9,23,0.42,0.45
10,10,23,0.43,0.47000000000000003
10,11,23,0.44,0.49
10,12,23,0.45,0.51
10,13,23,0.46,0.53
10,14,23,0.47,0.55
10,15,23,0.48,0.5700000000000001
10,16,23,0.49,0.59
10,17,23,0.5,0.61
10,18,23,0.51,0.63
10,19,23,0.52,0.65
10,20,23,0.53,0.67
10,21,23,0.54,0.6900000000000001
10,22,23,0.55,0.71
10,23,23,0.56,0.73
10,24,23,0.57,0.75
10,25,23,0.58,0.77
10,26,23,0.59,0.79
10,27,23,0.6,0.81
10,28,23,0.61,0.8300000000000001
10,29,23,0.62,0.85
10,30,23,0.63,0.87
10,31,23,0.64,0.89
10,32,23,0.65,0.91
10,33,23,0.66,0.93
10,34,23,0.67,0.9500000000000001
10,35,23,0.68,0.97
10,36,23,0.69,0.99
10,37,23,0.7,1.01
10,38,23,0.71,1.03
10,39,23,0.72,1.05
10,40,23,0.73,1.07
10,41,23,0.74,1.09
10,42,23,0.75,1.11
10,43,23,0.76,1.1300000000000001
10,44,23,0.77,1.1500000000000001
10,45,23,0.78,1.17
10,46,23,0.79,1.19
10,47,23,0.8,1.21
10,48,23,0.81,1.23
10,49,23,0.82,1.25
10,50,23,0.83,1.27
10,51,23,0.84,1.29
10,52,23,0.85,1.31
10,53,23,0.86,1.33
10,54,23,0.87,1.35
10,55,23,0.88,1.37
10,56,23,0.89,1.3900000000000001
10,57,23,0.9,1.41
10,58,23,0.91,1.43
10,59,23,0.92,1.45
10,60,23,0.93,1.47
10,61,23,0.94,1.49
10,62,23,0.95,1.51
10,63,23,0.96,1.53
10,64,23,0.97,1.55
10,65,23,0.98,1.57
10,66,23,0.99,1.59
10,67,23,1.0,1.61
10,0,24,0.34,0.26
10,1,24,0.35,0.28
10,2,24,0.36,0.3
10,3,24,0.37,0.32
10,4,24,0.38,0.34
10,5,24,0.39,0.36
10,6,24,0.4,0.38
10,7,24,0.41,0.4
10,8,24,0.42,0.42
10,9,24,0.43,0.44
10,10,24,0.44,0.46
10,11,24,0.45,0.48
10,12,24,0.46,0.5
10,13,24,0.47,0.52
10,14,24,0.48,0.54
10,15,24,0.49,0.56
10,16,24,0.5,0.58
10,17,24,0.51,0.6
10,18,24,0.52,0.62
10,19,24,0.53,0.64
10,20,24,0.54,0.66
10,21,24,0.55,0.68
10,22,24,0.56,0.7000000000000001
10,23,24,0.57,0.72
10,24,24,0.58,0.74
10,25,24,0.59,0.76
10,26,24,0.6,0.78
10,27,24,0.61,0.8
10,28,24,0.62,0.8200000000000001
10,29,24,0.63,0.84
10,30,24,0.64,0.86
10,31,24,0.65,0.88
10,32,24,0.66,0.9
10,33,24,0.67,0.92
10,34,24,0.68,0.9400000000000001
10,35,24,0.69,0.96
10,36,24,0.7,0.98
10,37,24,0.71,1.0
10,38,24,0.72,1.02
10,39,24,0.73,1.04
10,40,24,0.74,1.06
10,41,24,0.75,1.08
10,42,24,0.76,1.1
10,43,24,0.77,1.12
10,44,24,0.78,1.1400000000000001
10,45,24,0.79,1.16
10,46,24,0.8,1.18
10,47,24,0.81,1.2
10,48,24,0.82,1.22
10,49,24,0.83,1.24
10,50,24,0.84,1.26
10,51,24,0.85,1.28
10,52,24,0.86,1.3
10,53,24,0.87,1.32
10,54,24,0.88,1.34
10,55,24,0.89,1.36
10,56,24,0.9,1.3800000000000001
10,57,24,0.91,1.4000000000000001
10,58,24,0.92,1.42
10,59,24,0.93,1.44
10,60,24,0.94,1.46
10,61,24,0.95,1.48
10,62,24,0.96,1.5
10,63,24,0.97,1.52
10,64,24,0.98,1.54
10,65,24,0.99,1.56
10,66,24,1.0,1.58
10,0,25,0.35,0.25
10,1,25,0.36,0.27
10,2,25,0.37,0.29
10,3,25,0.38,0.31
10,4,25,0.39,0.33
10,5,25,0.4,0.35000000000000003
10,6,25,0.41,0.37
10,7,25,0.42,0.39
10,8,25,0.43,0.41000000000000003
10,9,25,0.44,0.43
10,10,25,0.45,0.45
10,11,25,0.46,0.47000000000000003
10,12,25,0.47,0.49
10,13,25,0.48,0.51
10,14,25,0.49,0.53
10,15,25,0.5,0.55
10,16,25,0.51,0.5700000000000001
10,17,25,0.52,0.59
10,18,25,0.53,0.61
10,19,25,0.54,0.63
10,20,25,0.55,0.65
10,21,25,0.56,0.67
10,22,25,0.57,0.6900000000000001
10,23,25,0.58,0.71
10,24,25,0.59,0.73
10,25,25,0.6,0.75
10,26,25,0.61,0.77
10,27,25,0.62,0.79
10,28,25,0.63,0.81
10,29,25,0.64,0.8300000000000001
10,30,25,0.65,0.85
10,31,25,0.66,0.87
10,32,25,0.67,0.89
10,33,25,0.68,0.91
10,34,25,0.69,0.93
10,35,25,0.7,0.9500000000000001
10,36,25,0.71,0.97
10,37,25,0.72,0.99
10,38,25,0.73,1.01
10,39,25,0.74,1.03
10,40,25,0.75,1.05
10,41,25,0.76,1.07
10,42,25,0.77,1.09
10,43,25,0.78,1.11
10,44,25,0.79,1.1300000000000001
10,45,25,0.8,1.1500000000000001
10,46,25,0.81,1.17
10,47,25,0.82,1.19
10,48,25,0.83,1.21
10,49,25,0.84,1.23
10,50,25,0.85,1.25
10,51,25,0.86,1.27
10,52,25,0.87,1.29
10,53,25,0.88,1.31
10,54,25,0.89,1.33
10,55,25,0.9,1.35
10,56,25,0.91,1.37
10,57,25,0.92,1.3900000000000001
10,58,25,0.93,1.41
10,59,25,0.94,1.43
10,60,25,0.95,1.45
10,61,25,0.96,1.47
10,62,25,0.97,1.49
10,63,25,0.98,1.51
10,64,25,0.99,1.53
10,65,25,1.0,1.55
10,0,26,0.36,0.24
10,1,26,0.37,0.26
10,2,26,0.38,0.28
10,3,26,0.39,0.3
10,4,26,0.4,0.32
10,5,26,0.41,0.34
10,6,26,0.42,0.36
10,7,26,0.43,0.38
10,8,26,0.44,0.4
10,9,26,0.45,0.42
10,10,26,0.46,0.44
10,11,26,0.47,0.46
10,12,26,0.48,0.48
10,13,26,0.49,0.5
10,14,26,0.5,0.52
10,15,26,0.51,0.54
10,16,26,0.52,0.56
10,17,26,0.53,0.58
10,18,26,0.54,0.6
10,19,26,0.55,0.62
10,20,26,0.56,0.64
10,21,26,0.57,0.66
10,22,26,0.58,0.68
10,23,26,0.59,0.7000000000000001
10,24,26,0.6,0.72
10,25,26,0.61,0.74
10,26,26,0.62,0.76
10,27,26,0.63,0.78
10,28,26,0.64,0.8
10,29,26,0.65,0.8200000000000001
10,30,26,0.66,0.84
10,31,26,0.67,0.86
10,32,26,0.68,0.88
10,33,26,0.69,0.9
10,34,26,0.7,0.92
10,35,26,0.71,0.9400000000000001
10,36,26,0.72,0.96
10,37,26,0.73,0.98
10,38,26,0.74,1.0
10,39,26,0.75,1.02
10,40,26,0.76,1.04
10,41,26,0.77,1.06
10,42,26,0.78,1.08
10,43,26,0.79,1.1
10,44,26,0.8,1.12
10,45,26,0.81,1.1400000000000001
10,46,26,0.82,1.16
10,47,26,0.83,1.18
10,48,26,0.84,1.2
10,49,26,0.85,1.22
10,50,26,0.86,1.24
10,51,26,0.87,1.26
10,52,26,0.88,1.28
10,53,26,0.89,1.3
10,54,26,0.9,1.32
10,55,26,0.91,1.34
10,56,26,0.92,1.36
10,57,26,0.93,1.3800000000000001
10,58,26,0.94,1.4000000000000001
10,59,26,0.95,1.42
10,60,26,0.96,1.44
10,61,26,0.97,1.46
10,62,26,0.98,1.48
10,63,26,0.99,1.5
10,64,26,1.0,1.52
10,0,27,0.37,0.23
10,1,27,0.38,0.25
10,2,27,0.39,0.27
10,3,27,0.4,0.29
10,4,27,0.41,0.31
10,5,27,0.42,0.33
10,6,27,0.43,0.35000000000000003
10,7,27,0.44,0.37
10,8,27,0.45,0.39
10,9,27,0.46,0.41000000000000003
10,10,27,0.47,0.43
10,11,27,0.48,0.45
10,12,27,0.49,0.47000000000000003
10,13,27,0.5,0.49
10,14,27,0.51,0.51
10,15,27,0.52,0.53
10,16,27,0.53,0.55
10,17,27,0.54,0.5700000000000001
10,18,27,0.55,0.59
10,19,27,0.56,0.61
10,20,27,0.57,0.63
10,21,27,0.58,0.65
10,22,27,0.59,0.67
10,23,27,0.6,0.6900000000000001
10,24,27,0.61,0.71
10,25,27,0.62,0.73
10,26,27,0.63,0.75
10,27,27,0.64,0.77
10,28,27,0.65,0.79
10,29,27,0.66,0.81
10,30,27,0.67,0.8300000000000001
10,31,27,0.68,0.85
10,32,27,0.69,0.87
10,33,27,0.7,0.89
10,34,27,0.71,0.91
10,35,27,0.72,0.93
10,36,27,0.73,0.9500000000000001
10,37,27,0.74,0.97
10,38,27,0.75,0.99
10,39,27,0.76,1.01
10,40,27,0.77,1.03
10,41,27,0.78,1.05
10,42,27,0.79,1.07
10,43,27,0.8,1.09
10,44,27,0.81,1.11
10,45,27,0.82,1.1300000000000001
10,46,27,0.83,1.1500000000000001
10,47,27,0.84,1.17
10,48,27,0.85,1.19
10,49,27,0.86,1.21
10,50,27,0.87,1.23
10,51,27,0.88,1.25
10,52,27,0.89,1.27
10,53,27,0.9,1.29
10,54,27,0.91,1.31
10,55,27,0.92,1.33
10,56,27,0.93,1.35
10,57,27,0.94,1.37
10,58,27,0.95,1.3900000000000001
10,59,27,0.96,1.41
10,60,27,0.97,1.43
10,61,27,0.98,1.45
10,62,27,0.99,1.47
10,63,27,1.0,1.49
10,0,28,0.38,0.22
10,1,28,0.39,0.24
10,2,28,0.4,0.26
10,3,28,0.41,0.28
10,4,28,0.42,0.3
10,5,28,0.43,0.32
10,6,28,0.44,0.34
10,7,28,0.45,0.36
10,8,28,0.46,0.38
10,9,28,0.47,0.4
10,10,28,0.48,0.42
10,11,28,0.49,0.44
10,12,28,0.5,0.46
10,13,28,0.51,0.48
10,14,28,0.52,0.5
10,15,28,0.53,0.52
10,16,28,0.54,0.54
10,17,28,0.55,0.56
10,18,28,0.56,0.58
10,19,28,0.57,0.6
10,20,28,0.58,0.62
10,21,28,0.59,0.64
10,22,28,0.6,0.66
10,23,28,0.61,0.68
10,24,28,0.62,0.7000000000000001
10,25,28,0.63,0.72
10,26,28,0.64,0.74
10,27,28,0.65,0.76
10,28,28,0.66,0.78
10,29,28,0.67,0.8
10,30,28,0.68,0.8200000000000001
10,31,28,0.69,0.84
10,32,28,0.7,0.86
10,33,28,0.71,0.88
10,34,28,0.72,0.9
10,35,28,0.73,0.92
10,36,28,0.74,0.9400000000000001
10,37,28,0.75,0.96
10,38,28,0.76,0.98
10,39,28,0.77,1.0
10,40,28,0.78,1.02
10,41,28,0.79,1.04
10,42,28,0.8,1.06
10,43,28,0.81,1.08
10,44,28,0.82,1.1
10,45,28,0.83,1.12
10,46,28,0.84,1.1400000000000001
10,47,28,0.85,1.16
10,48,28,0.86,1.18
10,49,28,0.87,1.2
10,50,28,0.88,1.22
10,51,28,0.89,1.24
10,52,28,0.9,1.26
10,53,28,0.91,1.28
10,54,28,0.92,1.3
10,55,28,0.93,1.32
10,56,28,0.94,1.34
10,57,28,0.95,1.36
10,58,28,0.96,1.3800000000000001
10,59,28,0.97,1.4000000000000001
10,60,28,0.98,1.42
10,61,28,0.99,1.44
10,62,28,1.0,1.46
10,0,29,0.39,0.21
10,1,29,0.4,0.23
10,2,29,0.41,0.25
10,3,29,0.42,0.27
10,4,29,0.43,0.29
10,5,29,0.44,0.31
10,6,29,0.45,0.33
10,7,29,0.46,0.35000000000000003
10,8,29,0.47,0.37
10,9,29,0.48,0.39
10,10,29,0.49,0.41000000000000003
10,11,29,0.5,0.43
10,12,29,0.51,0.45
10,13,29,0.52,0.47000000000000003
10,14,29,0.53,0.49
10,15,29,0.54,0.51
10,16,29,0.55,0.53
10,17,29,0.56,0.55
10,18,29,0.57,0.5700000000000001
10,19,29,0.58,0.59
10,20,29,0.59,0.61
10,21,29,0.6,0.63
10,22,29,0.61,0.65
10,23,29,0.62,0.67
10,24,29,0.63,0.6900000000000001
10,25,29,0.64,0.71
10,26,29,0.65,0.73
10,27,29,0.66,0.75
10,28,29,0.67,0.77
10,29,29,0.68,0.79
10,30,29,0.69,0.81
10,31,29,0.7,0.8300000000000001
10,32,29,0.71,0.85
10,33,29,0.72,0.87
10,34,29,0.73,0.89
10,35,29,0.74,0.91
10,36,29,0.75,0.93
10,37,29,0.76,0.9500000000000001
10,38,29,0.77,0.97
10,39,29,0.78,0.99
10,40,29,0.79,1.01
10,41,29,0.8,1.03
10,42,29,0.81,1.05
10,43,29,0.82,1.07
10,44,29,0.83,1.09
10,45,29,0.84,1.11
10,46,29,0.85,1.1300000000000001
10,47,29,0.86,1.1500000000000001
10,48,29,0.87,1.17
10,49,29,0.88,1.19
10,50,29,0.89,1.21
10,51,29,0.9,1.23
10,52,29,0.91,1.25
10,53,29,0.92,1.27
10,54,29,0.93,1.29
10,55,29,0.94,1.31
10,56,29,0.95,1.33
10,57,29,0.96,1.35
10,58,29,0.97,1.37
10,59,29,0.98,1.3900000000000001
10,60,29,0.99,1.41
10,61,29,1.0,1.43
10,0,30,0.4,0.2
10,1,30,0.41,0.22
10,2,30,0.42,0.24
10,3,30,0.43,0.26
10,4,30,0.44,0.28
10,5,30,0.45,0.3
10,6,30,0.46,0.32
10,7,30,0.47,0.34
10,8,30,0.48,0.36
10,9,30,0.49,0.38
10,10,30,0.5,0.4
10,11,30,0.51,0.42
10,12,30,0.52,0.44
10,13,30,0.53,0.46
10,14,30,0.54,0.48
10,15,30,0.55,0.5
10,16,30,0.56,0.52
10,17,30,0.57,0.54
10,18,30,0.58,0.56
10,19,30,0.59,0.58
10,20,30,0.6,0.6
10,21,30,0.61,0.62
10,22,30,0.62,0.64
10,23,30,0.63,0.66
10,24,30,0.64,0.68
10,25,30,0.65,0.7000000000000001
10,26,30,0.66,0.72
10,27,30,0.67,0.74
10,28,30,0.68,0.76
10,29,30,0.69,0.78
10,30,30,0.7,0.8
10,31,30,0.71,0.8200000000000001
10,32,30,0.72,0.84
10,33,30,0.73,0.86
10,34,30,0.74,0.88
10,35,30,0.75,0.9
10,36,30,0.76,0.92
10,37,30,0.77,0.9400000000000001
10,38,30,0.78,0.96
10,39,30,0.79,0.98
10,40,30,0.8,1.0
10,41,30,0.81,1.02
10,42,30,0.82,1.04
10,43,30,0.83,1.06
10,44,30,0.84,1.08
10,45,30,0.85,1.1
10,46,30,0.86,1.12
10,47,30,0.87,1.1400000000000001
10,48,30,0.88,1.16
10,49,30,0.89,1.18
10,50,30,0.9,1.2
10,51,30,0.91,1.22
10,52,30,0.92,1.24
10,53,30,0.93,1.26
10,54,30,0.94,1.28
10,55,30,0.95,1.3
10,56,30,0.96,1.32
10,57,30,0.97,1.34
10,58,30,0.98,1.36
10,59,30,0.99,1.3800000000000001
10,60,30,1.0,1.4000000000000001
10,0,31,0.41,0.19
10,1,31,0.42,0.21
10,2,31,0.43,0.23
10,3,31,0.44,0.25
10,4,31,0.45,0.27
10,5,31,0.46,0.29
10,6,31,0.47,0.31
10,7,31,0.48,0.33
10,8,31,0.49,0.35000000000000003
10,9,31,0.5,0.37
10,10,31,0.51,0.39
10,11,31,0.52,0.41000000000000003
10,12,31,0.53,0.43
10,13,31,0.54,0.45
10,14,31,0.55,0.47000000000000003
10,15,31,0.56,0.49
10,16,31,0.57,0.51
10,17,31,0.58,0.53
10,18,31,0.59,0.55
10,19,31,0.6,0.5700000000000001
10,20,31,0.61,0.59
10,21,31,0.62,0.61
10,22,31,0.63,0.63
10,23,31,0.64,0.65
10,24,31,0.65,0.67
10,25,31,0.66,0.6900000000000001
10,26,31,0.67,0.71
10,27,31,0.68,0.73
10,28,31,0.69,0.75
10,29,31,0.7,0.77
10,30,31,0.71,0.79
10,31,31,0.72,0.81
10,32,31,0.73,0.8300000000000001
10,33,31,0.74,0.85
10,34,31,0.75,0.87
10,35,31,0.76,0.89
10,36,31,0.77,0.91
10,37,31,0.78,0.93
10,38,31,0.79,0.9500000000000001
10,39,31,0.8,0.97
10,40,31,0.81,0.99
10,41,31,0.82,1.01
10,42,31,0.83,1.03
10,43,31,0.84,1.05
10,44,31,0.85,1.07
10,45,31,0.86,1.09
10,46,31,0.87,1.11
10,47,31,0.88,1.1300000000000001
10,48,31,0.89,1.1500000000000001
10,49,31,0.9,1.17
10,50,31,0.91,1.19
10,51,31,0.92,1.21
10,52,31,0.93,1.23
10,53,31,0.94,1.25
10,54,31,0.95,1.27
10,55,31,0.96,1.29
10,56,31,0.97,1.31
10,57,31,0.98,1.33
10,58,31,0.99,1.35
10,59,31,1.0,1.37
10,0,32,0.42,0.18
10,1,32,0.43,0.2
10,2,32,0.44,0.22
10,3,32,0.45,0.24
10,4,32,0.46,0.26
10,5,32,0.47,0.28
10,6,32,0.48,0.3
10,7,32,0.49,0.32
10,8,32,0.5,0.34
10,9,32,0.51,0.36
10,10,32,0.52,0.38
10,11,32,0.53,0.4
10,12,32,0.54,0.42
